X,Y,Z,Z_SV
599.98,310.76,1178.5014432989692,1208.4
599.6,312.45,1178.6964948453608,1208.6
599.74,310.28,1178.598969072165,1208.5
599.75,310.4,1178.403917525773,1208.3
599.68,310.65,1178.3063917525774,1208.2
599.6,310.11,1178.403917525773,1208.3
599.38,309.33,1178.3063917525774,1208.2
599.26,309.86,1178.403917525773,1208.3
599.22,311.17,1178.403917525773,1208.3
600.46,301.79,1178.3063917525774,1208.2
601.71,292.41,1178.1113402061856,1208.0
600.84,295.48,1177.721237113402,1207.6
600.12,298.17,1177.6237113402062,1207.5
599.89,300.22,1177.5261855670103,1207.4
599.6,301.99,1177.6237113402062,1207.5
599.31,303.76,1177.6237113402062,1207.5
599.02,305.53,1177.5261855670103,1207.4
598.73,307.3,1177.4286597938144,1207.3
598.44,309.07,1176.941030927835,1206.8
598.39,309.31,1176.941030927835,1206.8
598.21,309.69,1176.7459793814432,1206.6
598.08,309.65,1176.4534020618555,1206.3
598.03,308.23,1176.0632989690723,1205.9
597.8,308.96,1175.6731958762887,1205.5
597.99,307.37,1175.380618556701,1205.2
597.54,307.58,1174.9905154639175,1204.8
597.3,307.71,1175.0880412371134,1204.9
597.2,307.52,1174.600412371134,1204.4
597.23,307.24,1174.600412371134,1204.4
597.21,307.56,1174.3078350515464,1204.1
597.05,306.96,1174.2103092783505,1204.0
596.76,306.47,1173.917731958763,1203.7
596.58,306.6,1173.6251546391752,1203.4
596.52,305.61,1173.6251546391752,1203.4
596.32,305.91,1173.4301030927836,1203.2
596.18,305.85,1173.3325773195875,1203.1
596.14,305.91,1172.942474226804,1202.7
595.95,305.43,1172.6498969072165,1202.4
595.73,305.45,1172.3573195876288,1202.1
595.54,305.84,1172.064742268041,1201.8
595.38,305.41,1171.8696907216495,1201.6
594.97,305.01,1171.6746391752579,1201.4
594.79,304.58,1171.38206185567,1201.1
594.91,304.03,1170.8944329896906,1200.6
594.8,304.4,1170.5043298969072,1200.2
594.77,303.73,1170.1142268041237,1199.8
594.64,303.16,1169.821649484536,1199.5
594.37,302.86,1169.6265979381442,1199.3
594.39,302.95,1169.236494845361,1198.9
594.5,301.58,1169.1389690721649,1198.8
594.09,302.03,1168.8463917525773,1198.5
593.64,302.35,1168.5538144329896,1198.2
593.47,301.64,1168.0661855670103,1197.7
593.56,301.23,1167.9686597938144,1197.6
593.48,301.23,1167.6760824742266,1197.3
593.53,300.65,1167.2859793814434,1196.9
593.15,302.05,1166.8958762886598,1196.5
593.16,300.82,1166.5057731958761,1196.1
593.35,300.32,1166.2131958762886,1195.8
593.21,300.11,1165.8230927835052,1195.4
593.15,299.22,1165.7255670103093,1195.3
592.62,299.44,1165.4329896907216,1195.0
592.67,299.44,1164.9453608247422,1194.5
592.77,298.45,1164.5552577319586,1194.1
592.8,297.93,1164.262680412371,1193.8
592.77,297.77,1163.7750515463918,1193.3
592.5,297.79,1163.58,1193.1
592.35,298.26,1163.482474226804,1193.0
592.16,297.45,1163.3849484536083,1192.9
591.97,297.63,1162.7997938144329,1192.3
591.98,297.7,1162.604742268041,1192.1
592.03,297.21,1162.5072164948454,1192.0
592.06,296.94,1162.1171134020617,1191.6
592.23,296.98,1162.1171134020617,1191.6
592.33,296.12,1161.6294845360824,1191.1
591.85,295.58,1161.4344329896908,1190.9
591.75,295.28,1161.239381443299,1190.7
591.62,295.75,1160.6542268041235,1190.1
591.42,294.73,1160.5567010309278,1190.0
591.43,295.45,1160.459175257732,1189.9
591.51,295.04,1160.0690721649485,1189.5
591.68,294.63,1159.8740206185566,1189.3
591.62,293.91,1159.5814432989691,1189.0
591.57,293.9,1159.3863917525773,1188.8
591.53,292.68,1158.801237113402,1188.2
591.2,293.7,1158.5086597938146,1187.9
591.34,293.22,1158.6061855670102,1188.0
591.49,292.37,1158.3136082474227,1187.7
591.58,292.42,1158.2160824742266,1187.6
591.51,292.27,1157.8259793814434,1187.2
591.42,292.14,1157.4358762886598,1186.8
591.33,291.52,1157.3383505154638,1186.7
590.93,290.85,1156.9482474226804,1186.3
591.13,291.71,1156.4606185567009,1185.8
591.15,291.7,1155.9729896907215,1185.3
590.97,290.5,1155.582886597938,1184.9
590.9,290.15,1155.0952577319588,1184.4
590.98,290.22,1154.6076288659794,1183.9
590.97,289.53,1154.2175257731958,1183.5
590.87,289.22,1153.7298969072165,1183.0
590.89,288.97,1153.3397938144328,1182.6
590.77,289.84,1152.8521649484535,1182.1
590.73,289.48,1152.3645360824742,1181.6
590.62,289.88,1151.9744329896907,1181.2
590.59,289.32,1151.4868041237114,1180.7
590.45,289.78,1150.999175257732,1180.2
590.41,290.07,1150.6090721649484,1179.8
590.14,289.77,1150.121443298969,1179.3
590.09,290.09,1149.6338144329895,1178.8
590.32,289.33,1149.2437113402063,1178.4
590.52,289.8,1148.7560824742268,1177.9
590.63,289.75,1148.3659793814434,1177.5
590.53,289.68,1147.8783505154638,1177.0
590.41,289.73,1147.3907216494845,1176.5
590.52,289.21,1147.0006185567008,1176.1
590.51,288.87,1146.5129896907215,1175.6
590.49,289.59,1146.0253608247422,1175.1
590.43,290.1,1145.6352577319587,1174.7
590.5,289.91,1145.1476288659794,1174.2
590.36,289.38,1144.7575257731958,1173.8
590.46,288.45,1144.2698969072164,1173.3
590.39,288.69,1143.782268041237,1172.8
589.99,289.75,1143.3921649484537,1172.4
590.1,287.7,1142.5144329896907,1171.5
589.84,288.55,1141.8317525773195,1170.8
590.14,288.91,1141.0515463917525,1170.0
590.56,288.08,1140.2713402061856,1169.2
590.83,288.18,1139.881237113402,1168.8
591.07,288.32,1139.1985567010308,1168.1
591.28,287.91,1138.7109278350515,1167.6
591.35,288.03,1137.9307216494844,1166.8
591.55,287.75,1137.2480412371133,1166.1
591.31,287.66,1136.3703092783505,1165.2
591.25,287.54,1135.5901030927835,1164.4
591.34,287.74,1134.9074226804123,1163.7
591.49,287.44,1134.1272164948455,1162.9
592.01,286.93,1133.7371134020618,1162.5
592.11,286.72,1133.2494845360825,1162.0
591.99,286.32,1132.7618556701032,1161.5
591.92,286.64,1132.176701030928,1160.9
