X,Y,Z
24.41428571428571,10.658403361344538,-0.5535649311270854
24.389495798319327,10.568067226890754,-0.4265355626786718
24.35084033613445,10.53361344537815,-0.2749198648531615
24.30966386554622,10.546638655462184,-0.1560859395304548
24.30210084033613,10.531092436974788,-0.041349735770596766
24.344957983193275,10.29873949579832,0.08567963267781681
24.40504201680672,10.088235294117647,0.19222039331196797
24.405882352941173,9.96344537815126,0.3479338127003365
24.385714285714283,9.824369747899159,0.45447457333448765
24.349159663865542,9.765546218487394,0.5937971064714616
24.32899159663865,9.654621848739493,0.7261535129515789
24.312184873949576,9.58361344537815,0.8421190331802872
24.326470588235292,9.466386554621849,0.9597236420341341
24.392016806722687,9.278991596638654,1.0728207571688488
24.436974789915965,8.997899159663865,1.1871471887724188
24.41470588235294,8.889495798319327,1.3084397470328404
24.373949579831933,8.864705882352942,1.428093216668109
24.339075630252097,8.753781512605041,1.5522541800225196
24.32478991596638,8.611764705882353,1.6809226370960764
24.350420168067224,8.477310924369746,1.8083617777007734
24.408403361344533,8.307983193277309,1.9132634497097813
24.43655462184874,8.105882352941176,2.044800311877327
24.431932773109242,7.935714285714285,2.153799705449193
24.39873949579832,7.868487394957983,2.2849267954604553
24.357142857142858,7.777310924369747,2.4222004678159927
24.341176470588234,7.685714285714284,2.5426734817638477
24.381512605042012,7.539495798319327,2.674620116087672
24.466386554621845,7.259243697478992,2.799600623754654
24.47647058823529,7.079831932773109,2.9647388027375894
24.464705882352938,6.897478991596638,3.0802945508100144
24.432773109243694,6.821008403361344,3.171263969505328
24.395798319327728,6.726050420168067,3.3163233128302845
24.360084033613443,6.629411764705882,3.4281911114961487
24.326470588235292,6.587815126050419,3.5298146062548748
24.312605042016806,6.501680672268908,3.6261110629818925
24.324369747899155,6.428571428571428,3.687986658580958
24.332773109243696,6.309663865546217,3.7306029628346216
24.360924369747895,6.193277310924369,3.77321926708828
24.379411764705882,6.094957983193277,3.816245343498222
24.39285714285714,6.0096638655462185,3.8600909642207406
24.386974789915964,5.96218487394958,3.916639521788098
24.380252100840334,5.913025210084033,3.978515117387164
24.355882352941173,5.9075630252100835,3.978515117387164
24.339495798319323,5.885714285714286,3.978515117387164
24.350420168067224,5.875210084033614,3.978515117387164
24.389915966386553,5.795378151260504,4.0194923330156795
24.43739495798319,5.65672268907563,4.060469548644199
24.461344537815123,5.415966386554621,4.142423979901239
24.471428571428568,5.216806722689075,4.183401195529759
24.45126050420168,5.18235294117647,4.22437841115828
24.423529411764704,5.196638655462185,4.2653556267868
24.40084033613445,5.155882352941177,4.347310058043835
24.383613445378153,5.102941176470587,4.388287273672355
24.37016806722689,5.076470588235293,4.429264489300875
24.38193277310924,4.962184873949579,4.429264489300875
24.393697478991598,4.7899159663865545,4.429264489300875
24.360924369747895,4.677731092436975,4.4702417049293945
24.316806722689073,4.663025210084033,4.581289959282683
24.260504201680668,4.7,4.71610499870051
24.185714285714283,4.751680672268908,4.961968292471626
24.126470588235293,4.805462184873949,5.2078315862427464
24.057142857142853,4.78235294117647,5.330763233128302
24.038235294117644,4.707983193277311,5.453694880013861
24.07773109243697,4.5966386554621845,5.617603742527937
24.14831932773109,4.500840336134454,5.740535389413497
24.15084033613445,4.500840336134454,5.863467036299057
24.145378151260502,4.483613445378151,5.986398683184612
24.1172268907563,4.46470588235294,6.085153772849345
24.040336134453778,4.431512605042016,6.183499090357789
23.94663865546218,4.449579831932773,6.367486788529844
23.83781512605042,4.364705882352941,6.551474486701898
23.786974789915963,4.33361344537815,6.735052412717664
23.811344537815124,4.335714285714285,6.760868058563631
23.828571428571426,4.337394957983192,6.8702772242917804
23.897478991596635,4.349159663865546,6.930103959109415
23.98235294117647,4.405462184873949,7.014926795460453
24.057142857142853,4.534873949579832,6.969851858269079
24.09705882352941,4.672268907563025,7.073114441652949
24.08193277310924,4.776050420168066,7.1718695313176815
24.121008403361344,4.919327731092437,7.2726734817638405
24.163025210084033,5.057563025210084,7.374706748678855
24.234453781512602,5.231512605042016,7.477969332062719
24.260924369747897,5.3852941176470575,7.5845100926968705
24.252100840336134,5.48235294117647,7.707441739582431
24.23487394957983,5.585714285714285,7.707441739582431
24.23655462184874,5.723109243697479,7.789396170839471
24.237815126050418,5.860084033613445,7.871350602096511
24.2390756302521,5.997478991596639,7.912327817725026
24.240756302521003,6.134453781512605,7.912327817725026
24.327731092436974,6.260504201680671,7.871350602096511
24.32478991596638,6.398319327731092,7.830373386467991
24.326470588235292,6.528151260504202,7.789396170839471
24.327731092436974,6.65798319327731,7.789396170839471
24.329411764705878,6.78781512605042,7.789396170839471
24.33109243697479,6.918067226890756,7.748418955210951
24.33235294117647,7.047899159663865,7.748418955210951
24.41176470588235,7.184873949579831,7.748418955210951
24.39789915966386,7.31344537815126,7.707441739582431
24.383613445378153,7.442016806722688,7.707441739582431
24.369747899159663,7.57016806722689,7.707441739582431
24.355462184873947,7.698739495798319,7.666464523953911
24.34159663865546,7.827310924369747,7.666464523953911
24.34285714285714,7.957142857142856,7.625487308325391
24.344537815126046,8.086974789915965,7.5845100926968705
24.346218487394957,8.216806722689075,7.539435155505502
24.34747899159664,8.346638655462185,7.595983713072859
24.349159663865542,8.47689075630252,7.652532270640212
24.350420168067224,8.60672268907563,7.709490600363858
24.27310924369748,8.878151260504202,7.642697738889367
24.270588235294117,9.01596638655462,7.5513185480377745
24.271848739495795,9.153361344537815,6.969851858269079
24.27310924369748,9.290336134453781,6.9395287187039765
24.274789915966384,9.427731092436973,6.982145022957635
24.276050420168065,9.565126050420167,7.025171099367582
24.26218487394958,9.724369747899159,6.853066793727799
24.389915966386553,10.136134453781512,6.620725981114095
24.416386554621848,10.337394957983191,6.396580611626092
24.387815126050416,10.487394957983193,6.222017673048599
24.33781512605042,10.610924369747899,6.04294724075197
24.31764705882353,10.699579831932772,5.816753010482546
24.384453781512605,10.849159663865544,5.623750324872217
24.445798319327725,11.114285714285712,5.408210170666205
24.475210084033613,11.354201680672269,5.251267434808971
24.480252100840335,11.60504201680672,5.092685610326609
24.458403361344537,11.736974789915964,4.952953305033352
24.42142857142857,11.955882352941176,4.825923936584943
24.40126050420168,12.087394957983193,4.699714112449106
24.39033613445378,12.231512605042017,4.587026769470675
24.39453781512605,12.32563025210084,4.4677830719916845
24.422268907563023,12.365126050420168,4.364520488607815
24.488655462184873,12.694537815126049,4.276009702850212
24.52142857142857,13.13613445378151,4.1801230182794775
24.530672268907562,13.45378151260504,4.094480637615872
24.51302521008403,13.54579831932773,4.003511218920559
24.48193277310924,13.632773109243695,3.910902711600106
24.45924369747899,13.726470588235292,3.8117378497790853
24.46008403361344,13.868907563025209,3.705197089144939
24.505882352941175,14.169327731092437,3.6015247336047813
24.52394957983193,14.620588235294118,3.5035891882526204
24.518907563025206,14.8390756302521,3.4027852378064707
24.49285714285714,14.944957983193277,3.3019812873603023
24.458823529411763,14.928571428571427,3.1876548557567372
24.430252100840335,15.01764705882353,3.0651329810274603
24.45672268907563,15.219747899159664,2.946708827861042
24.49831932773109,15.47689075630252,2.8299237633197665
24.525210084033613,15.774789915966386,2.703713939183915
24.526050420168065,16.013865546218486,2.6065979381443354
24.494537815126048,16.069327731092436,2.4975985445724693
24.455462184873944,16.130252100840334,2.374257125530621
24.481512605042013,16.353361344537813,2.217724161829681
24.518067226890754,16.866386554621847,2.0632400589101674
24.49327731092437,17.047478991596638,1.9321129688989005
24.435294117647054,17.13403361344538,1.7968881573247895
24.36890756302521,17.1281512605042,1.627242484622722
24.370588235294115,17.339495798319327,1.4407961535129576
24.436134453781513,17.652521008403358,1.2453348349649145
24.45504201680672,17.859663865546217,1.049463744260588
24.453361344537814,17.985294117647058,0.8798180715585207
24.39033613445378,18.06344537815126,0.6974694620116144
24.349159663865542,18.14411764705882,0.48315862427445216
24.384453781512605,18.29285714285714,0.24958849519189222
24.4827731092437,18.652941176470588,0.020116087672185694
24.50546218487395,18.851680672268905,-0.19706315515897485
24.479831932773106,18.910924369747896,-0.38965606861301
24.44957983193277,19.0390756302521,-0.5904444251927567
24.423529411764704,19.139915966386553,-0.8035259464610591
24.4827731092437,19.5,-0.9961188599151086
24.516386554621846,19.88361344537815,-1.2051026596205479
24.500840336134452,19.996218487394955,-1.3813046868231742
24.47941176470588,20.054621848739494,-1.561604435588673
24.44327731092437,20.05378151260504,-1.7378064627913037
24.394117647058824,20.11176470588235,-1.9181062115567882
24.36680672268907,20.16764705882353,-2.094308238759419
24.36344537815126,20.23403361344538,-2.2746079875249037
24.373529411764704,20.37521008403361,-2.4221259637875794
24.405462184873947,20.55882352941176,-2.5901325478645036
24.42016806722689,20.652100840336132,-2.745845967252877
24.42268907563025,20.73613445378151,-2.8851685003898457
24.400420168067225,20.747058823529407,-3.0203933119639617
24.353361344537813,20.819327731092436,-3.143324958849517
24.302521008403357,20.85504201680672,-3.28674521354933
24.27857142857143,20.922268907563026,-3.4178723035606016
24.258823529411764,21.04579831932773,-3.5530971151347077
24.265126050420164,21.27268907563025,-3.6965173698345306
24.227731092436972,21.346218487394953,-3.811253573594379
24.15504201680672,21.46050420168067,-3.9055011695399795
24.058823529411764,21.55252100840336,-3.9956510439227264
23.981512605042013,21.650420168067225,-4.16365762799965
23.959663865546215,21.710084033613445,-4.323468768950877
23.985714285714284,21.758403361344538,-4.602113835224816
24.022268907563024,21.770168067226887,-4.79470674867886
24.12478991596638,21.761344537815123,-4.819293078055962
24.218067226890753,21.642857142857142,-4.823390799618815
24.272689075630254,21.493277310924366,-4.938127003378663
24.27773109243697,21.421008403361345,-5.032374599324264
24.301680672268905,21.20252100840336,-5.122524473707001
24.29831932773109,21.097058823529412,-5.192185740275491
