X,Y,Z
503.13,449.56,-201.10701030927817
504.05999999999995,449.63,-200.52185567010315
504.01,449.32,-200.1317525773195
504.24,448.89,-200.3268041237111
504.22,448.49,-200.52185567010315
504.15999999999997,448.06,-201.10701030927817
504.29999999999995,447.68,-200.61938144329883
505.02,447.4,-199.44907216494835
505.11,447.3,-198.2787628865981
505.4,447.0,-197.0109278350517
504.65999999999997,446.45,-196.5232989690719
505.40999999999997,446.27,-196.03567010309257
507.32000000000005,446.2,-195.54804123711324
507.66999999999996,445.94,-195.35298969072164
507.92999999999995,445.72,-194.7678350515464
507.34000000000003,445.31,-194.6703092783505
507.96000000000004,445.24,-194.18268041237116
509.22,445.06,-194.08515463917524
509.21000000000004,444.79,-194.08515463917524
508.97,444.47,-194.08515463917524
509.49,444.32,-193.69505154639182
509.9,444.05,-193.69505154639182
509.71000000000004,443.78,-193.30494845360818
510.20000000000005,443.64,-193.30494845360818
510.78999999999996,443.44,-193.30494845360818
510.04999999999995,443.04,-193.30494845360818
509.82000000000005,442.73,-193.30494845360818
510.65999999999997,442.68,-193.30494845360818
511.42999999999995,442.48,-193.5
511.80999999999995,442.34,-192.81731958762884
510.99,442.01,-192.1346391752577
510.05999999999995,441.77,-191.7445360824745
510.34000000000003,441.6,-191.1593814432988
511.57000000000005,441.44,-190.9643298969072
511.72,441.33,-190.57422680412378
510.53999999999996,440.89,-190.76927835051538
510.40999999999997,440.74,-190.4767010309281
510.96000000000004,440.64,-190.57422680412378
511.16999999999996,440.52,-190.57422680412378
511.37,440.28,-190.6717525773197
511.65999999999997,440.16,-190.57422680412378
512.09,440.01,-190.9643298969072
511.86,439.79,-191.0618556701031
511.61,439.48,-191.1593814432988
510.45000000000005,439.17,-191.35443298969062
510.92999999999995,439.11,-191.6470103092779
511.19000000000005,439.04,-191.7445360824745
511.74,438.93,-191.7445360824745
511.76,438.68,-192.03711340206178
512.04,438.54,-192.1346391752577
510.98,438.26,-192.2321649484536
510.75,438.09,-192.5247422680411
511.03999999999996,438.02,-192.5247422680411
511.49,437.93,-192.42721649484542
511.55999999999995,437.64,-192.2321649484536
511.84000000000003,437.6,-192.1346391752577
510.32000000000005,437.34,-192.1346391752577
510.27,437.3,-191.9395876288661
510.94000000000005,437.45,-192.5247422680411
512.15,437.5,-193.2074226804125
511.5,437.27,-193.0123711340209
510.99,437.08,-192.42721649484542
511.40999999999997,436.88,-192.2321649484536
510.94000000000005,436.75,-191.7445360824745
510.96000000000004,436.6,-191.84206185566995
511.53999999999996,436.65,-192.1346391752577
511.27,436.38,-192.3296907216495
510.16999999999996,436.28,-190.9643298969072
511.64,436.33,-190.37917525773196
511.15,436.14,-190.1841237113399
510.21000000000004,435.95,-190.76927835051538
511.13,435.94,-191.45195876288676
511.15999999999997,435.79,-191.0618556701031
510.57000000000005,435.56,-190.1841237113399
510.62,435.44,-189.5014432989692
510.33000000000004,435.16,-189.40391752577307
510.98,435.2,-189.20886597938124
511.03,435.16,-189.20886597938124
510.92999999999995,435.17,-189.01381443298965
510.65999999999997,435.11,-189.11134020618556
510.65,435.0,-188.9162886597935
510.99,434.94,-188.9162886597935
511.20000000000005,434.75,-189.01381443298965
511.09000000000003,434.68,-189.40391752577307
510.39,434.61,-189.40391752577307
510.37,434.56,-189.5989690721649
510.44000000000005,434.52,-189.9890721649483
510.71000000000004,434.46,-190.37917525773196
511.6,434.42,-190.57422680412378
510.84000000000003,434.12,-190.9643298969072
511.17999999999995,434.09,-191.35443298969062
511.03,434.03,-191.6470103092779
511.20000000000005,433.92,-191.7445360824745
511.01,433.74,-192.1346391752577
510.88,433.57,-192.3296907216495
510.63,433.51,-192.91484536082476
510.40999999999997,433.42,-193.7925773195875
509.57000000000005,433.14,-194.37773195876298
