X1	Y1	ProbId1	X2	Y2	ProbId2	X3	Y3	ProbId3	X4	Y4	ProbId4	X5	Y5	ProbId5	X6	Y6	ProbId6	
1210.4	356.69	0.95773	836.61	194.39	-2	835.6	168.41	0.49151	1175.5	619.5	0.99106	862.64	243.23	0.88134	1208	490.54	0.97113
1210.4	355.75	0.95773	834.12	195.35	-2	834.2	170.23	0.49151	1176.5	619.21	0.99106	861.39	241.75	0.88134	1207.8	490.44	0.97113
1210.3	355.36	0.95773	831.6	196.25	-2	832.81	171.6	0.49151	1177.4	618.69	0.99106	859.79	239.97	0.88134	1207.8	490.37	0.97113
1210.2	354.5	0.95773	829	197	-2	831.63	173.37	0.49151	1178	616.54	0.99106	858.23	238.25	0.88134	1207.9	490.27	0.97113
1210	353.34	0.95773	826	201	-2	830.66	175.68	0.49151	1179.1	616.71	0.99106	856.98	236.82	0.88134	1208.3	490.26	0.97113
1210.2	353.37	0.95773	826	204	-2	829.58	178.87	0.49151	1180.3	617.53	0.99106	855.5	234.9	0.88134	1208.3	490.18	0.97113
1210.3	352.82	0.95773	824	208	-2	828.54	181.09	0.49151	1182.6	619.37	0.99106	854.22	233.01	0.88134	1208.5	489.99	0.97113
1210.3	351.91	0.95773	822	212	-2	828.41	180.84	0.49151	1185.9	621.65	0.99106	852.96	231.29	0.88134	1208.9	489.72	0.97113
1210.3	351.36	0.95773	821	217	-2	827.34	181.04	-2	1188.1	623.07	0.99106	852.5	230.48	-2	1209.3	489.6	0.97113
1210.2	350.68	0.95773	821	222	-2	826.27	181.23	-2	1189.8	623.76	0.99106	852.03	229.66	-2	1209.5	489.55	0.97113
1210.1	349.6	0.95773	822	226	-2	825.2	181.42	-2	1190.4	623.43	0.99106	851.56	228.84	-2	1209.9	489.14	0.97113
1210.4	349.29	0.95773	823	228	-2	824.14	181.61	-2	1191.2	623.39	0.99106	851.09	228.03	-2	1210.3	489.04	0.97113
1210.4	348.44	0.95773	824	230	-2	823.07	181.81	-2	1191.8	624.33	0.99106	850.62	227.21	-2	1210.6	489.02	0.97113
1210.5	347.52	0.95773	824	232	-2	822	182	-2	1192	624.12	0.99106	850.15	226.39	-2	1210.7	489.02	0.97113
1210.5	346.68	0.95773	824	235	-2	820.11	182	-2	1191.6	623.83	0.99106	849.68	225.58	-2	1211.1	488.67	0.97113
1210.7	346.14	0.95773	825	236	-2	818.93	182.17	-2	1190.2	623.73	0.99106	849.21	224.76	-2	1211.3	488.49	0.97113
1210.7	345.54	0.95773	825	239	-2	817.74	182.34	-2	1188.9	624.03	0.99106	848.75	223.95	-2	1211.9	488.35	0.97113
1210.8	345.16	0.95773	825	241	-2	816.56	182.5	-2	1187.9	623.93	0.99106	848.28	223.13	-2	1212.8	487.89	0.97113
1210.8	344.47	0.95773	826	242	-2	815.37	182.67	-2	1187.9	624.46	0.99106	847.81	222.31	-2	1213.4	487.19	0.97113
1211	344.29	0.95773	826	243	-2	814.19	182.83	-2	1186.9	625.71	0.99106	847.34	221.5	-2	1214.1	486.6	0.97113
1210.9	343.18	0.95773	826	244	-2	813	183	-2	1184.8	621.27	0.99106	846.87	220.68	NaN	1215.1	485.99	0.97113
1211.2	343.43	0.95773	827	245	-2	812.33	182.47	-2	1183.7	618.79	0.99106	846.57	220.53	NaN	1214.8	485.79	0.97113
1211.3	342.81	0.95773	827	246	-2	811.18	182.59	-2	1182.5	617.42	0.99106	846.53	218.36	-2	1215.1	486.06	0.97113
1211.1	341.81	0.95773	828	247	-2	810.03	182.71	-2	1180.7	616.68	0.99106	846.1	217.5	-2	1214.9	486.31	0.97113
1211.3	341.55	0.95773	829	248	-2	808.88	182.82	-2	1178.7	615.94	0.99106	845.67	216.64	-2	1213.9	486.97	0.97113
1211.3	340.69	0.95773	830.1	248.93	-2	807.73	182.94	-2	1176.3	615.81	0.99106	845.24	215.78	0.42174	1212.9	487.23	0.97113
1211.3	339.86	0.95773	828.72	249.74	-2	806.58	183.06	-2	1173.3	617.22	0.99106	845.02	214.39	0.42174	1212.4	487.02	0.97113
1211.5	339.44	0.95773	827.34	250.54	-2	805.43	183.17	-2	1171.2	616.54	0.99106	844.53	212.73	0.42174	1212.3	486.91	0.97113
1211.5	338.72	0.95773	825.95	251.34	-1	804.29	183.29	0.99957	1169	616.2	0.99106	844.29	211.79	-1	1212.5	486.76	0.97113
1211.3	337.51	0.95773	827.58	254.39	-1	803.92	182.67	0.99957	1167.1	616	0.99106	843.88	210.41	-1	1212.8	486.33	0.97113
1211.3	337.12	0.95773	829.81	257.6	-1	803.38	182.09	0.99957	1165.7	615.45	0.99106	843.51	208.9	-1	1212.9	486.13	0.97113
1211.5	337.1	0.95773	844	272	-2	802.95	181.5	0.99957	1163.9	616.14	0.99106	843.05	205.99	-2	1213.9	485.68	0.97113
1211.3	336.4	0.95773	844.74	272.08	-2	802.47	180.66	0.99957	1162.5	616.7	0.99106	842.68	204.3	-2	1215.9	484.81	0.97113
1211.2	335.8	0.95773	843.7	273.12	-2	802.26	180.4	0.99957	1161	617.09	0.99106	842.31	202.61	-2	1216.7	484.08	0.97113
1211.3	335.8	0.95773	842.65	274.16	0.97547	801.84	179.89	0.99957	1159.5	616.74	0.99106	841.94	200.92	0.99999	1217.3	483.91	0.97113
1211.1	335.19	0.95773	846.85	280.03	0.97547	801.5	179.39	0.99957	1158.1	616.11	0.99106	841.71	198.56	0.99999	1217.5	483.98	0.97113
1211.2	335.16	0.95773	852.52	286.27	0.97547	801.48	179.13	0.99957	1156.3	616.04	0.99106	841.48	195.82	0.99999	1217.2	484.25	0.97113
1211.2	334.95	0.95773	857.99	292.34	0.97547	801.43	178.69	0.99957	1154.4	615.81	0.99106	841.3	193.7	0.99999	1215.9	484.32	0.97113
1211.1	334.71	0.95773	862.25	296.99	0.97547	801.53	178.21	0.99957	1152.4	616.79	0.99106	841.07	192	0.99999	1213.9	484.59	0.97113
1211.1	333.76	0.95773	866.62	301.49	0.97547	801.6	178.08	0.99957	1151	617.15	0.99106	840.89	190.02	0.99999	1213.6	484.58	0.97113
1211.2	333.43	0.95773	872.14	307.32	0.97547	801.84	177.9	0.99957	1149.2	617.62	0.99106	840.94	187.83	0.99999	1213.9	484.25	0.97113
1211.2	332.26	0.95773	876.85	311.48	0.97547	802.96	178.23	0.99957	1146.9	618.02	0.99106	841.04	186.22	0.99999	1213.9	484.01	0.97113
1211.1	331.51	0.95773	882.11	317.04	0.97547	802.72	177.91	0.99957	1145	617.66	0.99106	840.99	184.43	0.99999	1213.6	483.91	0.97113
1211.2	331.22	0.95773	885.94	321.71	0.97547	802.81	177.83	0.99957	1144.6	616.62	0.99106	841.04	182.99	0.99999	1213	483.65	0.97113
1211.1	330.66	0.95773	889.81	326.56	0.97547	803.36	177.39	0.99957	1142.2	617.63	0.99106	841.12	181.36	0.99999	1212.8	483.37	0.97113
1211.2	330.68	0.95773	893.22	330.73	0.97547	803.99	177.52	0.99957	1139.3	617.4	0.99106	841.22	179.71	0.99999	1212.6	483.21	0.97113
1211	329.69	0.95773	896.32	334.6	0.97547	804.5	178.34	0.99957	1137	617.11	0.99106	841.25	178.2	0.99999	1212.9	483.06	0.97113
1211.1	329.28	0.95773	899.4	338.9	0.97547	805.21	178.88	0.99957	1132	617.67	0.99106	841.4	176.82	0.99999	1213.4	483.01	0.97113
1211	328.8	0.95773	902.15	342.73	0.97547	805.9	179.01	0.99957	1126.9	618.06	0.99106	841.55	175.55	0.99999	1213.7	482.91	0.97113
1210.8	328.98	0.95773	905.06	346.99	0.97547	806.66	180.02	0.99957	1123.2	617.23	0.99106	841.8	174.08	0.99999	1213.7	482.86	0.97113
1210.8	328.88	0.95773	907.58	351.3	0.97547	807.54	181.05	0.99957	1119	616.77	0.99106	841.93	172.93	0.99999	1213.5	482.64	0.97113
1210.5	328.82	0.95773	909.74	355.78	0.97547	808.33	182.72	0.99957	1116.2	615.98	0.99106	842.04	171.44	0.99999	1213.6	482.63	0.97113
1210.5	328.57	0.95773	912.08	361.5	0.97547	809.39	184.67	0.99957	1114.9	614.12	0.99106	842.08	170.32	0.99999	1213.6	482.67	0.97113
1210.3	327.85	0.95773	914.17	366.08	0.97547	810.38	186.62	0.99957	1114.1	612.33	0.99106	842.21	169.22	0.99999	1213.7	482.72	0.97113
1210.3	327.18	0.95773	916.39	370.49	0.97547	811.52	188.46	0.99957	1112.9	611.36	0.99106	842.38	168.12	0.99999	1214.8	482.83	0.97113
1209.7	325.93	0.95773	918.65	375.31	0.97547	812.16	189.5	0.99957	1111.8	610.33	0.99106	842.78	166.65	0.99999	1215.4	482.73	0.97113
1209.7	326.49	0.95773	921.07	380.03	0.97547	812.97	191.02	0.99957	1109.8	609.71	0.99106	843	166.36	0.99999	1215	482.56	0.97113
1209.4	325.58	0.95773	923.67	385.14	0.97547	813.72	193.13	0.99957	1108.2	608.43	0.99106	843.55	165.95	0.99999	1214.7	482.14	0.97113
1209.2	325.48	0.95773	926.2	390.08	0.97547	815.07	196.69	0.99957	1105.1	607.43	0.99106	844.08	165.31	0.99999	1213.7	481.96	0.97113
1209	324.95	0.95773	928.59	395.02	0.97547	817.09	200.6	0.99957	1101.8	607.12	0.99106	844.56	163.91	0.99999	1213	481.4	0.97113
1209	324.98	0.95773	931.05	399.65	0.97547	819.26	204.22	0.99957	1099.3	606.23	0.99106	844.73	161.65	0.99999	1212.7	481.25	0.97113
